ip_src,ip_dst,src_port,dst_port,protocol,duration,packet_count,total_bytes,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,packets_per_second,bytes_per_second,avg_packet_size,syn_count,ack_count,fin_count,rst_count,start_time,end_time
192.168.1.100,45.67.134.160,80,533,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.629918,1769868534.629918
146.49.128.220,192.168.1.100,24045,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.62998,1769868534.62998
192.168.1.100,68.137.199.79,80,65396,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630048,1769868534.630048
171.22.135.161,192.168.1.100,65161,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.630113,1769868534.630113
192.168.1.100,215.172.226.90,80,30685,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630181,1769868534.630181
192.168.1.100,234.36.90.238,80,14129,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630325,1769868534.630325
192.168.1.100,75.223.227.4,80,11335,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630386,1769868534.630386
192.168.1.100,195.187.239.29,80,2733,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63045,1769868534.63045
192.168.1.100,59.131.246.62,80,4531,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63051,1769868534.63051
192.168.1.100,38.90.209.90,80,53967,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63057,1769868534.63057
192.168.1.100,71.12.193.196,80,58171,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63064,1769868534.63064
192.168.1.100,27.59.131.223,80,43870,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630699,1769868534.630699
192.168.1.100,43.124.7.14,80,26576,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630764,1769868534.630764
192.168.1.100,250.239.135.195,80,48816,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630825,1769868534.630825
192.168.1.100,232.122.251.239,80,40652,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630887,1769868534.630887
192.168.1.100,27.139.137.245,80,15103,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.630953,1769868534.630953
192.168.1.100,199.152.96.114,80,17326,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631016,1769868534.631016
192.168.1.100,2.239.24.117,80,36681,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631075,1769868534.631075
160.45.190.194,192.168.1.100,9394,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.631134,1769868534.631134
192.168.1.100,2.112.29.130,80,4198,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631195,1769868534.631195
192.168.1.100,88.88.81.205,80,21555,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631255,1769868534.631255
138.165.54.115,192.168.1.100,59185,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.631315,1769868534.631315
192.168.1.100,62.128.79.212,80,7221,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631377,1769868534.631377
135.249.100.45,192.168.1.100,5990,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.631443,1769868534.631443
161.102.130.228,192.168.1.100,26743,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.631505,1769868534.631505
131.212.182.202,192.168.1.100,14398,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.63157,1769868534.63157
174.183.92.141,192.168.1.100,34546,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.63164,1769868534.63164
192.168.1.100,214.18.86.157,80,64425,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631711,1769868534.631711
192.168.1.100,60.242.180.211,80,11000,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631774,1769868534.631774
192.168.1.100,203.17.133.183,80,58186,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631833,1769868534.631833
18.225.108.157,192.168.1.100,36403,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.631897,1769868534.631897
192.168.1.100,67.89.159.155,80,19601,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.631957,1769868534.631957
192.168.1.100,34.44.175.205,80,20085,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632021,1769868534.632021
168.42.49.168,192.168.1.100,44187,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632084,1769868534.632084
192.168.1.100,79.127.99.145,80,38922,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632151,1769868534.632151
160.133.154.48,192.168.1.100,59414,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632258,1769868534.632258
15.208.45.216,192.168.1.100,48154,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632337,1769868534.632337
103.237.63.109,192.168.1.100,22615,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632406,1769868534.632406
192.168.1.100,61.137.180.183,80,13352,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632475,1769868534.632475
182.64.142.214,192.168.1.100,34929,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632539,1769868534.632539
192.168.1.100,41.126.140.93,80,47883,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632599,1769868534.632599
16.63.93.147,192.168.1.100,7718,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632674,1769868534.632674
120.176.239.90,192.168.1.100,36326,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632734,1769868534.632734
192.168.1.100,23.217.52.235,80,16473,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632793,1769868534.632793
192.168.1.100,77.76.241.9,80,378,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632853,1769868534.632853
143.40.8.11,192.168.1.100,51168,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.632912,1769868534.632912
192.168.1.100,216.26.95.156,80,2226,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.632972,1769868534.632972
146.228.40.76,192.168.1.100,27444,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633031,1769868534.633031
192.168.1.100,250.253.223.99,80,46455,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633091,1769868534.633091
192.168.1.100,90.121.171.57,80,3893,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63315,1769868534.63315
192.168.1.100,219.172.102.122,80,53136,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633243,1769868534.633243
192.168.1.100,72.207.67.170,80,14082,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633306,1769868534.633306
171.182.109.107,192.168.1.100,34892,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633366,1769868534.633366
149.184.212.222,192.168.1.100,51550,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633426,1769868534.633426
192.168.1.100,235.34.231.38,80,55997,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633487,1769868534.633487
192.168.1.100,76.61.202.6,80,56554,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633548,1769868534.633548
153.164.42.42,192.168.1.100,63768,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633609,1769868534.633609
161.49.243.10,192.168.1.100,59567,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633668,1769868534.633668
192.168.1.100,51.159.137.238,80,59159,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633728,1769868534.633728
102.21.125.61,192.168.1.100,53519,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633788,1769868534.633788
192.168.1.100,25.175.103.95,80,8388,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633848,1769868534.633848
151.215.109.193,192.168.1.100,60263,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.633911,1769868534.633911
192.168.1.100,35.99.198.203,80,32793,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.633977,1769868534.633977
127.199.215.228,192.168.1.100,9779,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634206,1769868534.634206
117.177.251.56,192.168.1.100,55543,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634291,1769868534.634291
118.253.191.91,192.168.1.100,52730,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634357,1769868534.634357
192.168.1.100,200.140.109.164,80,2583,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.634421,1769868534.634421
192.168.1.100,218.23.187.174,80,1791,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.634483,1769868534.634483
138.49.95.223,192.168.1.100,25967,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634544,1769868534.634544
101.235.187.214,192.168.1.100,17150,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634605,1769868534.634605
122.240.120.20,192.168.1.100,35377,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634664,1769868534.634664
126.176.84.105,192.168.1.100,27416,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634725,1769868534.634725
105.93.2.65,192.168.1.100,16767,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634784,1769868534.634784
130.31.230.146,192.168.1.100,32262,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634846,1769868534.634846
128.93.141.84,192.168.1.100,51699,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634911,1769868534.634911
158.94.228.60,192.168.1.100,2314,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.634971,1769868534.634971
189.6.127.130,192.168.1.100,58036,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.635031,1769868534.635031
192.168.1.100,79.133.24.74,80,22437,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.635091,1769868534.635091
113.9.47.112,192.168.1.100,24705,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.635151,1769868534.635151
187.86.98.66,192.168.1.100,28528,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.635211,1769868534.635211
192.168.1.100,22.193.112.187,80,33475,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.635271,1769868534.635271
163.19.123.21,192.168.1.100,393,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.63533,1769868534.63533
192.168.1.100,237.37.138.65,80,4434,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63539,1769868534.63539
192.168.1.100,79.186.250.122,80,1703,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63545,1769868534.63545
192.168.1.100,98.187.144.167,80,8014,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63551,1769868534.63551
192.168.1.100,92.8.90.221,80,29071,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.635571,1769868534.635571
192.168.1.100,36.1.156.168,80,31280,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63563,1769868534.63563
192.168.1.100,51.159.203.136,80,19184,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63569,1769868534.63569
192.168.1.100,34.10.129.55,80,22964,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.635755,1769868534.635755
192.168.1.100,93.114.246.6,80,24176,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.635857,1769868534.635857
192.168.1.100,29.157.148.15,80,10457,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.635918,1769868534.635918
109.77.118.171,192.168.1.100,63427,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.635979,1769868534.635979
192.168.1.100,48.111.4.89,80,4368,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63604,1769868534.63604
175.205.149.195,192.168.1.100,15556,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.6361,1769868534.6361
181.104.17.245,192.168.1.100,15939,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.63616,1769868534.63616
139.18.4.63,192.168.1.100,43066,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.636219,1769868534.636219
113.159.224.232,192.168.1.100,21579,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.636278,1769868534.636278
192.168.1.100,44.255.27.20,80,5481,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636337,1769868534.636337
126.114.150.189,192.168.1.100,56729,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.636396,1769868534.636396
192.168.1.100,225.173.133.100,80,51542,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636455,1769868534.636455
192.168.1.100,72.146.250.135,80,39100,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636515,1769868534.636515
192.168.1.100,42.57.9.29,80,31769,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636575,1769868534.636575
192.168.1.100,45.127.254.156,80,48285,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636637,1769868534.636637
115.80.135.244,192.168.1.100,3450,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.636697,1769868534.636697
192.168.1.100,32.113.56.230,80,2036,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636756,1769868534.636756
142.11.61.37,192.168.1.100,3652,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.636824,1769868534.636824
192.168.1.100,203.158.140.219,80,58392,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.636884,1769868534.636884
114.144.28.179,192.168.1.100,41358,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.636943,1769868534.636943
150.186.251.33,192.168.1.100,53299,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637006,1769868534.637006
192.168.1.100,89.0.228.170,80,15137,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637066,1769868534.637066
192.168.1.100,98.25.19.212,80,33700,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637129,1769868534.637129
12.104.23.244,192.168.1.100,31815,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637194,1769868534.637194
118.176.91.160,192.168.1.100,44919,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637254,1769868534.637254
146.224.163.214,192.168.1.100,58755,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637319,1769868534.637319
192.168.1.100,7.81.213.19,80,51522,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637379,1769868534.637379
192.168.1.100,95.239.175.70,80,57465,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637442,1769868534.637442
181.94.226.175,192.168.1.100,52562,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637502,1769868534.637502
117.221.186.202,192.168.1.100,48764,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637562,1769868534.637562
192.168.1.100,48.63.40.140,80,53222,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637638,1769868534.637638
192.168.1.100,237.57.67.207,80,1555,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637702,1769868534.637702
192.168.1.100,231.227.140.101,80,4967,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637762,1769868534.637762
192.168.1.100,77.31.226.134,80,14752,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.637821,1769868534.637821
108.27.23.141,192.168.1.100,47568,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.637881,1769868534.637881
192.168.1.100,246.194.133.54,80,49332,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63794,1769868534.63794
110.192.226.220,192.168.1.100,241,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638,1769868534.638
192.168.1.100,76.162.156.44,80,19573,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638073,1769868534.638073
125.31.255.215,192.168.1.100,60350,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638132,1769868534.638132
192.168.1.100,239.54.183.193,80,993,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638214,1769868534.638214
192.168.1.100,36.181.183.42,80,25107,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638276,1769868534.638276
134.161.227.243,192.168.1.100,39565,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638336,1769868534.638336
192.168.1.100,40.157.14.203,80,18603,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638395,1769868534.638395
192.168.1.100,207.2.121.116,80,9620,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638455,1769868534.638455
192.168.1.100,238.115.170.232,80,50017,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638556,1769868534.638556
13.39.202.202,192.168.1.100,6170,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638623,1769868534.638623
165.21.157.117,192.168.1.100,2943,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638684,1769868534.638684
152.149.145.244,192.168.1.100,10295,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638743,1769868534.638743
161.167.152.26,192.168.1.100,394,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638803,1769868534.638803
151.57.125.46,192.168.1.100,40980,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638866,1769868534.638866
161.138.164.200,192.168.1.100,40881,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.638926,1769868534.638926
192.168.1.100,80.123.97.77,80,28111,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.638986,1769868534.638986
147.170.211.183,192.168.1.100,61547,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.639055,1769868534.639055
192.168.1.100,225.31.124.239,80,41410,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639115,1769868534.639115
192.168.1.100,40.141.141.107,80,9754,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639174,1769868534.639174
192.168.1.100,24.130.25.91,80,30140,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639239,1769868534.639239
104.254.93.19,192.168.1.100,35038,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.639301,1769868534.639301
192.168.1.100,76.221.202.162,80,4197,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639369,1769868534.639369
192.168.1.100,86.82.125.165,80,62230,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639432,1769868534.639432
102.111.236.46,192.168.1.100,38159,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.639497,1769868534.639497
192.168.1.100,232.241.63.46,80,26563,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639565,1769868534.639565
140.248.185.46,192.168.1.100,50777,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.639638,1769868534.639638
192.168.1.100,43.194.208.46,80,63478,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639697,1769868534.639697
192.168.1.100,44.224.155.197,80,13854,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639757,1769868534.639757
126.249.35.177,192.168.1.100,24023,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.639823,1769868534.639823
192.168.1.100,36.255.118.188,80,44632,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.63989,1769868534.63989
192.168.1.100,38.2.82.23,80,18530,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.639953,1769868534.639953
134.71.165.37,192.168.1.100,18887,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.64002,1769868534.64002
155.231.229.8,192.168.1.100,54121,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640084,1769868534.640084
145.108.39.138,192.168.1.100,44406,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640149,1769868534.640149
192.168.1.100,196.41.98.189,80,50377,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64022,1769868534.64022
192.168.1.100,67.115.62.37,80,12818,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.64029,1769868534.64029
17.154.58.58,192.168.1.100,7845,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640353,1769868534.640353
113.45.160.16,192.168.1.100,38544,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.640416,1769868534.640416
